tractID,Median household income in the past 12 months (in 2024 inflation-adjusted dollars),Total:_x,Owner occupied,Renter occupied,Total:_y,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Two or More Races:,Two races including Some Other Race,"Two races excluding Some Other Race, and three or more races",Median value (dollars),Total:,Less than 10.0 percent,10.0 to 14.9 percent,15.0 to 19.9 percent,20.0 to 24.9 percent,25.0 to 29.9 percent,30.0 to 34.9 percent,35.0 to 39.9 percent,40.0 to 49.9 percent,50.0 percent or more,Not computed,pct_owner_occ,pct_renter_occ,pct_white,pct_black,pct_asian,pct_amer_indian,pct_pacific_isl,pct_other_race,pct_two_plus_race,pct_renter_cost_burdened,pct_renter_severely_burdened,TRACTCE,GEOID
256.02,167760.0,2238,2077,161,6758,2892,183,1,2132,0,198,1352,988,364,873300.0,161,0,24,32,8,33,0,0,33,16,15,0.9280607685433423,0.07193923145665773,0.4279372595442439,0.027079017460787214,0.31547795205682155,0.0001479727730097662,0.0,0.02929860905593371,0.2000591891092039,0.30434782608695654,0.09937888198757763,025602,53033025602
257.02,139609.0,1212,969,243,3448,1957,174,0,850,18,10,439,199,240,667400.0,243,0,7,35,34,28,53,24,28,34,0,0.7995049504950495,0.2004950495049505,0.5675754060324826,0.05046403712296984,0.24651972157772623,0.0,0.005220417633410673,0.002900232018561485,0.1273201856148492,0.5720164609053497,0.13991769547325103,025702,53033025702
257.03,84346.0,1614,379,1235,3272,1291,434,21,597,120,421,388,127,261,449000.0,1235,13,91,119,110,280,108,110,38,356,10,0.23482032218091697,0.765179677819083,0.394559902200489,0.132640586797066,0.18245721271393642,0.006418092909535452,0.03667481662591687,0.12866748166259168,0.11858190709046455,0.49554655870445347,0.28825910931174087,025703,53033025703
257.04,100422.0,1365,620,745,3999,2286,268,6,372,107,261,699,244,455,721500.0,745,45,55,78,98,343,47,19,10,50,0,0.4542124542124542,0.5457875457875457,0.5716429107276819,0.06701675418854713,0.09302325581395349,0.0015003750937734434,0.026756689172293072,0.06526631657914479,0.17479369842460615,0.1691275167785235,0.06711409395973154,025704,53033025704
258.03,83284.0,1774,911,863,5153,1852,903,14,830,0,664,890,559,331,517300.0,863,10,53,21,123,96,57,147,62,284,10,0.5135287485907554,0.48647125140924463,0.35940228992819717,0.17523772559673975,0.16107122064816612,0.0027168639627401514,0.0,0.1288569765185329,0.1727149233456239,0.6373117033603708,0.3290845886442642,025803,53033025803
258.04,98281.0,1325,1044,281,3761,2127,198,27,518,0,249,642,277,365,569300.0,281,0,86,75,7,7,0,18,9,73,6,0.7879245283018868,0.2120754716981132,0.565541079500133,0.052645572985908,0.1377293273065674,0.007178941770805637,0.0,0.0662057963307631,0.1706992821058229,0.35587188612099646,0.2597864768683274,025804,53033025804
258.05,97161.0,2287,1459,828,5134,2416,663,47,1149,31,143,685,430,255,511600.0,828,46,0,106,175,61,145,56,146,55,38,0.6379536510712724,0.3620463489287276,0.47058823529411764,0.1291390728476821,0.22380210362290612,0.009154655239579276,0.006038176860148033,0.02785352551616673,0.1334242306194001,0.4855072463768116,0.06642512077294686,025805,53033025805
258.06,90750.0,1816,1053,763,5037,1382,591,9,1793,0,655,607,225,382,678500.0,763,21,60,80,77,131,12,52,93,218,19,0.5798458149779736,0.42015418502202645,0.27436966448282707,0.11733174508636093,0.3559658526900933,0.001786777843954735,0.0,0.1300377208655946,0.12050823903116935,0.49148099606815204,0.2857142857142857,025806,53033025806
260.01,120813.0,2131,1678,453,5946,2187,1106,6,1661,0,24,962,178,784,713400.0,453,0,24,15,141,6,16,0,13,214,24,0.7874237447207884,0.21257625527921165,0.36781029263370335,0.18600739993272788,0.27934746047763204,0.0010090817356205853,0.0,0.004036326942482341,0.16178943827783385,0.5364238410596026,0.47240618101545256,026001,53033026001
260.03,71429.0,1370,255,1115,4290,1024,1554,9,600,10,382,711,289,422,526300.0,1115,27,130,159,41,28,184,75,30,441,0,0.18613138686131386,0.8138686131386861,0.2386946386946387,0.3622377622377622,0.13986013986013987,0.002097902097902098,0.002331002331002331,0.08904428904428904,0.16573426573426572,0.6547085201793722,0.3955156950672646,026003,53033026003
260.04,108125.0,1450,915,535,4321,1574,572,49,1447,0,435,244,75,169,746900.0,535,0,38,91,81,22,12,28,10,253,0,0.6310344827586207,0.3689655172413793,0.3642675306641981,0.1323767646378153,0.3348761860680398,0.01133996760009257,0.0,0.10067114093959731,0.05646841009025688,0.5663551401869159,0.47289719626168225,026004,53033026004
261.01,91823.0,1484,772,712,3726,882,1006,44,1057,0,212,525,175,350,654200.0,712,13,19,44,136,130,17,46,136,171,0,0.5202156334231806,0.4797843665768194,0.23671497584541062,0.26999463231347287,0.28368223295759526,0.011808910359634998,0.0,0.05689747718733226,0.14090177133655393,0.5196629213483146,0.2401685393258427,026101,53033026101
261.02,57092.0,1408,715,693,4016,1037,880,87,1225,34,397,356,79,277,521000.0,693,0,0,10,10,70,10,17,130,371,75,0.5078125,0.4921875,0.2582171314741036,0.21912350597609562,0.30502988047808766,0.02166334661354582,0.00846613545816733,0.09885458167330677,0.08864541832669323,0.7619047619047619,0.5353535353535354,026102,53033026102
262,76399.0,2799,787,2012,5618,1780,970,36,690,216,1141,785,232,553,374000.0,2012,54,219,162,289,280,32,160,223,361,232,0.2811718470882458,0.7188281529117542,0.3168387326450694,0.17265930936276255,0.1228195087219651,0.006407974368102528,0.03844784620861517,0.20309718761124956,0.13972944108223567,0.3856858846918489,0.1794234592445328,026200,53033026200
263,89483.0,524,306,218,1717,380,231,90,687,8,190,131,46,85,595600.0,218,0,16,3,23,26,51,6,22,71,0,0.583969465648855,0.41603053435114506,0.221316249271986,0.13453698311007573,0.40011648223645896,0.052417006406523005,0.004659289458357601,0.110658124635993,0.0762958648806057,0.6880733944954128,0.3256880733944954,026300,53033026300
264,79378.0,2073,966,1107,5844,2284,636,410,428,104,1342,640,427,213,463600.0,1107,29,19,154,134,101,197,0,67,345,61,0.46599131693198265,0.5340086830680174,0.39082819986310746,0.10882956878850103,0.0732375085557837,0.0701574264202601,0.01779603011635866,0.229637234770705,0.10951403148528405,0.5501355013550135,0.3116531165311653,026400,53033026400
265,85952.0,1576,763,813,4282,1447,936,22,760,0,486,631,409,222,652100.0,813,40,53,25,210,58,127,110,70,93,27,0.48413705583756345,0.5158629441624365,0.33792620270901447,0.2185894441849603,0.17748715553479683,0.005137786081270434,0.0,0.11349836524988323,0.14736104624007473,0.4920049200492005,0.11439114391143912,026500,53033026500
266,116250.0,869,605,264,2201,946,72,37,547,14,260,325,164,161,658500.0,264,9,13,13,56,15,52,17,49,36,4,0.6962025316455697,0.3037974683544304,0.4298046342571558,0.03271240345297592,0.24852339845524762,0.016810540663334848,0.006360745115856429,0.11812812358019083,0.14766015447523853,0.5833333333333334,0.13636363636363635,026600,53033026600
267,101836.0,2051,1276,775,6265,2904,1024,13,1192,0,833,299,196,103,800800.0,775,0,0,18,113,200,131,0,66,245,2,0.6221355436372501,0.3778644563627499,0.46352753391859536,0.16344772545889863,0.19026336791699922,0.0020750199521149242,0.0,0.1329608938547486,0.047725458898643255,0.5703225806451613,0.3161290322580645,026700,53033026700
268.01,82434.0,2377,1179,1198,5997,2260,790,53,1409,0,1114,371,194,177,590000.0,1198,33,63,158,21,94,263,158,77,297,34,0.4960033655868742,0.5039966344131258,0.37685509421377356,0.13173253293313322,0.2349508087377022,0.008837752209438053,0.0,0.1857595464398866,0.06186426546606637,0.6636060100166945,0.24791318864774625,026801,53033026801
268.02,85284.0,2125,1150,975,6279,1991,283,50,1725,34,1290,906,629,277,627800.0,975,0,45,95,117,143,25,61,99,350,40,0.5411764705882353,0.4588235294117647,0.3170887083930562,0.04507087115782768,0.27472527472527475,0.00796305144131231,0.005414874980092371,0.20544672718585763,0.14429049211657907,0.5487179487179488,0.358974358974359,026802,53033026802
270,113611.0,1148,840,308,3293,1707,59,105,800,14,266,342,237,105,581900.0,308,13,19,13,5,74,19,111,43,11,0,0.7317073170731707,0.2682926829268293,0.5183723048891589,0.017916793197692075,0.2429395687822654,0.031885818402672336,0.004251442453689645,0.08077740662010324,0.10385666565441846,0.5974025974025974,0.03571428571428571,027000,53033027000
271,72386.0,1451,631,820,4334,1403,508,20,980,0,882,541,420,121,569600.0,820,0,0,73,211,151,34,17,74,223,37,0.43487250172294967,0.5651274982770503,0.32371942778034146,0.1172127365020766,0.22611905860636825,0.0046146746654360865,0.0,0.20350715274573142,0.12482694970004615,0.424390243902439,0.27195121951219514,027100,53033027100
272,79871.0,1047,503,544,3086,1143,183,33,641,214,712,160,150,10,516300.0,544,30,37,41,14,38,95,31,115,143,0,0.4804202483285578,0.5195797516714422,0.37038237200259233,0.059300064808814,0.20771224886584574,0.01069345430978613,0.06934543097861309,0.23071937783538563,0.05184705119896306,0.7058823529411765,0.26286764705882354,027200,53033027200
273,110147.0,1994,1256,738,7194,2371,820,248,2294,170,750,541,332,209,535300.0,738,0,148,177,47,62,89,0,21,173,21,0.629889669007021,0.37011033099297896,0.3295802057269947,0.11398387545176536,0.3188768418126216,0.03447317208785099,0.02363080344731721,0.1042535446205171,0.075201556852933,0.38346883468834686,0.23441734417344173,027300,53033027300
274,94617.0,1801,1256,545,5314,2562,267,85,1021,235,547,597,339,258,541200.0,545,0,66,43,49,38,53,55,67,139,35,0.6973903387007219,0.3026096612992782,0.4821226947685359,0.05024463680843056,0.19213398569815582,0.015995483628152053,0.04422280767783214,0.10293564170116673,0.11234474971772676,0.5761467889908257,0.25504587155963304,027400,53033027400
275,78926.0,1913,1234,679,5001,2156,104,7,878,0,1158,698,398,300,592600.0,679,28,73,45,21,181,42,0,89,187,13,0.6450601150026137,0.3549398849973863,0.4311137772445511,0.020795840831833633,0.17556488702259548,0.0013997200559888023,0.0,0.23155368926214756,0.13957208558288342,0.4683357879234168,0.27540500736377027,027500,53033027500
276,93649.0,1646,857,789,4243,1976,316,0,287,12,944,708,197,511,827500.0,789,0,66,126,63,36,124,37,96,168,73,0.5206561360874848,0.4793438639125152,0.46570822531227907,0.07447560688192317,0.0676408201744049,0.0,0.0028281876031110063,0.2224840914447325,0.16686306858354938,0.5386565272496832,0.21292775665399238,027600,53033027600
277.01,108101.0,2122,1739,383,5180,4164,12,62,181,98,40,623,254,369,697500.0,383,16,0,56,21,43,72,33,0,126,16,0.8195098963242224,0.18049010367577756,0.8038610038610039,0.0023166023166023165,0.03494208494208494,0.011969111969111969,0.01891891891891892,0.007722007722007722,0.12027027027027028,0.6031331592689295,0.3289817232375979,027701,53033027701
277.02,130625.0,2058,1717,341,4754,4015,24,1,67,0,32,615,397,218,868900.0,341,74,14,38,40,18,0,14,0,116,27,0.8343051506316812,0.16569484936831877,0.8445519562473707,0.005048380311316786,0.01409339503575936,0.00021034917963819942,0.0,0.006731173748422381,0.12936474547749263,0.3812316715542522,0.34017595307917886,027702,53033027702
278,163182.0,1386,1275,111,3384,2745,37,13,170,10,46,363,109,254,927300.0,111,0,48,26,0,11,0,0,4,22,0,0.9199134199134199,0.08008658008658008,0.8111702127659575,0.010933806146572104,0.050236406619385346,0.0038416075650118202,0.002955082742316785,0.013593380614657211,0.10726950354609929,0.23423423423423423,0.1981981981981982,027800,53033027800
279.01,140000.0,1600,1150,450,4257,3172,64,3,316,7,420,275,42,233,670800.0,450,0,120,50,44,37,55,45,12,87,0,0.71875,0.28125,0.7451256753582335,0.015034061545689453,0.07423067888184168,0.0007047216349541931,0.001644350481559784,0.09866102889358704,0.06459948320413436,0.44222222222222224,0.19333333333333333,027901,53033027901
279.02,73393.0,1791,572,1219,3250,1687,194,79,224,114,581,371,196,175,520600.0,1219,23,75,165,47,320,94,93,160,225,17,0.3193746510329425,0.6806253489670575,0.5190769230769231,0.05969230769230769,0.06892307692307692,0.024307692307692308,0.035076923076923075,0.17876923076923076,0.11415384615384615,0.4692370795734208,0.184577522559475,027902,53033027902
280,85482.0,1584,445,1139,3538,1387,667,0,476,0,527,481,205,276,591800.0,1139,26,0,74,118,354,204,67,36,252,8,0.2809343434343434,0.7190656565656566,0.39202939513849633,0.1885245901639344,0.13453928773318258,0.0,0.0,0.1489542114188807,0.13595251554550594,0.49078138718173836,0.2212467076382792,028000,53033028000
281,68284.0,1008,415,593,3043,467,895,58,699,135,544,245,61,184,537800.0,593,18,27,36,101,50,30,8,92,214,17,0.4117063492063492,0.5882936507936508,0.1534669733815314,0.29411764705882354,0.22970752546828788,0.019060138021689123,0.04436411436082813,0.1787709497206704,0.08051265198816956,0.5801011804384486,0.3608768971332209,028100,53033028100
282,68702.0,2077,852,1225,5049,1506,1393,17,1014,134,525,460,332,128,407400.0,1225,0,25,44,139,188,77,145,301,306,0,0.4102070293692826,0.5897929706307173,0.29827688651218065,0.2758962170726877,0.20083184789067143,0.003367003367003367,0.02653990889285007,0.10398098633392751,0.09110714993067934,0.676734693877551,0.24979591836734694,028200,53033028200
283,115700.0,2344,1737,607,5902,2261,828,18,1980,42,176,597,148,449,597100.0,607,0,63,84,127,53,27,0,143,77,33,0.7410409556313993,0.2589590443686007,0.3830904778041342,0.14029142663503896,0.3354794984750932,0.003049813622500847,0.00711623178583531,0.02982039986445273,0.10115215181294476,0.40691927512355847,0.12685337726523888,028300,53033028300
